state,avg_annual_rain_mm,avg_temp_c,avg_humidity_pct,coastal,mountainous,hazard_label
Madhya Pradesh,1158,28.864756255277733,56,0,0,Heatwave
Punjab,506,26.745210929983692,55,0,0,Flood
Haryana,479,27.338401436727644,53,0,0,Heatwave
Delhi,546,28.022244558673293,47,0,0,Heatwave
Kerala,2883,27.981808421754458,86,1,0,Flood
Assam,2918,26.394189466287063,78,0,1,Flood
Bihar,1347,29.50946752719098,68,0,0,Flood
Uttar Pradesh,982,29.23977281308223,50,0,0,Heatwave
Rajasthan,590,32.041342693518104,43,0,0,Drought
Gujarat,742,30.670221424528,53,1,0,Drought
Odisha,1572,30.19423181838075,82,1,0,Cyclone
Andhra Pradesh,1248,29.550680452285764,77,1,0,Cyclone
Tamil Nadu,1075,30.71454776163805,65,1,0,Cyclone
West Bengal,1678,28.310882743342717,75,1,0,Flood
Himachal Pradesh,1203,18.720200759982102,55,0,1,Landslide
Uttarakhand,1444,19.80514915326781,69,0,1,Landslide
Maharashtra,1281,27.541917033142965,67,0,0,Flood
Telangana,846,30.06789482203609,57,0,0,Heatwave
Karnataka,1113,27.473869540289492,70,1,0,Flood
Jharkhand,1187,27.865600671967723,72,0,0,Flood
Madhya Pradesh,1222,29.498020486574397,61,0,0,Heatwave
Punjab,638,26.606024662088593,53,0,0,Flood
Haryana,563,27.702660884100624,48,0,0,Heatwave
Delhi,616,29.61458003006492,47,0,0,Heatwave
Kerala,3012,27.12400890165706,81,1,0,Flood
Assam,2844,25.593701796069976,77,0,1,Flood
Bihar,1197,29.950526659247906,64,0,0,Flood
Uttar Pradesh,1101,29.637133589562012,52,0,0,Heatwave
Rajasthan,509,31.703861074725538,47,0,0,Drought
Gujarat,733,29.89502148252469,56,1,0,Drought
Odisha,1598,29.410218012994317,73,1,0,Cyclone
Andhra Pradesh,1141,30.010583816859732,75,1,0,Cyclone
Tamil Nadu,918,30.26329758800253,74,1,0,Cyclone
West Bengal,1674,29.17169030031836,76,1,0,Flood
Himachal Pradesh,1355,17.584403855983872,57,0,1,Landslide
Uttarakhand,1658,20.479630049329423,60,0,1,Landslide
Maharashtra,1294,27.579568088035625,69,0,0,Flood
Telangana,863,30.172413863062033,58,0,0,Heatwave
Karnataka,1164,26.497089477985902,65,1,0,Flood
Jharkhand,1449,27.481557280139985,69,0,0,Flood
Madhya Pradesh,1191,29.593873561245747,59,0,0,Heatwave
Punjab,531,27.148584035968533,51,0,0,Flood
Haryana,555,27.336726752342425,53,0,0,Heatwave
Delhi,561,28.40139685473119,53,0,0,Heatwave
Kerala,2939,27.72450369375742,82,1,0,Flood
Assam,2709,26.927825830100062,79,0,1,Flood
Bihar,1203,29.31335587390855,60,0,0,Flood
Uttar Pradesh,904,29.539510586278208,51,0,0,Heatwave
Rajasthan,637,31.629926676318156,45,0,0,Drought
Gujarat,783,29.751546225994325,59,1,0,Drought
Odisha,1330,30.698749398581796,77,1,0,Cyclone
Andhra Pradesh,1170,30.61533136050673,77,1,0,Cyclone
Tamil Nadu,1057,30.500495175745762,68,1,0,Cyclone
West Bengal,1689,28.178275306618758,81,1,0,Flood
Himachal Pradesh,1297,17.216604579808294,61,0,1,Landslide
Uttarakhand,1478,19.54407299171656,66,0,1,Landslide
Maharashtra,1217,27.656828363053112,66,0,0,Flood
Telangana,994,30.268566375744097,56,0,0,Heatwave
Karnataka,1138,27.75466438831308,72,1,0,Flood
Jharkhand,1322,27.904410116179957,71,0,0,Flood
Madhya Pradesh,1180,29.832271090545134,61,0,0,Heatwave
Punjab,708,27.62152861350594,59,0,0,Flood
Haryana,670,28.327949841951277,50,0,0,Heatwave
Delhi,748,29.824656972534175,53,0,0,Heatwave
Kerala,3066,27.57425425844722,85,1,0,Flood
Assam,2886,26.971157296388835,79,0,1,Flood
Bihar,1196,30.693930700038052,67,0,0,Flood
Uttar Pradesh,863,28.644003491008196,58,0,0,Heatwave
Rajasthan,575,31.981530373730536,48,0,0,Drought
Gujarat,783,30.54887370313031,57,1,0,Drought
Odisha,1380,30.729102956980956,77,1,0,Cyclone
Andhra Pradesh,1080,29.245797143060184,72,1,0,Cyclone
Tamil Nadu,897,29.712115176656066,66,1,0,Cyclone
West Bengal,1606,29.270011127306468,80,1,0,Flood
Himachal Pradesh,1173,18.129354331159927,58,0,1,Landslide
Uttarakhand,1635,19.502217656378306,68,0,1,Landslide
Maharashtra,1335,28.3340448795554,61,0,0,Flood
Telangana,987,30.684195897225095,54,0,0,Heatwave
Karnataka,1253,27.835671453706883,69,1,0,Flood
Jharkhand,1178,28.677734351284514,73,0,0,Flood
Madhya Pradesh,1243,29.093765614887808,59,0,0,Heatwave
Punjab,669,27.522643498912675,54,0,0,Flood
Haryana,702,27.816077709639668,45,0,0,Heatwave
Delhi,609,29.599118553530428,54,0,0,Heatwave
Kerala,2973,27.58831392825879,83,1,0,Flood
Assam,2950,25.3557797768164,82,0,1,Flood
Bihar,1283,29.559506727767978,63,0,0,Flood
Uttar Pradesh,1018,29.51999362286472,57,0,0,Heatwave
Rajasthan,679,32.21180089272742,45,0,0,Drought
Gujarat,865,30.283980483319183,50,1,0,Drought
Odisha,1526,29.74486584182094,74,1,0,Cyclone
Andhra Pradesh,1241,30.57768952330632,72,1,0,Cyclone
Tamil Nadu,984,30.01806603736739,71,1,0,Cyclone
West Bengal,1741,28.22933592898395,73,1,0,Flood
Himachal Pradesh,1297,17.428840680079322,64,0,1,Landslide
Uttarakhand,1449,19.06532571312039,62,0,1,Landslide
Maharashtra,1131,27.484002080004025,67,0,0,Flood
Telangana,1049,30.36598501773167,52,0,0,Heatwave
Karnataka,1091,26.681348004992923,73,1,0,Flood
Jharkhand,1423,27.04639390208631,69,0,0,Flood
Madhya Pradesh,1150,28.568390582078603,62,0,0,Heatwave
Punjab,530,26.860512325895165,52,0,0,Flood
Haryana,731,28.41344835511283,51,0,0,Heatwave
Delhi,573,28.576807492898208,48,0,0,Heatwave
Kerala,2882,28.640693681862206,84,1,0,Flood
Assam,2940,26.41839868863061,79,0,1,Flood
Bihar,1193,30.4562157226129,65,0,0,Flood
Uttar Pradesh,1066,29.610795982076745,58,0,0,Heatwave
Rajasthan,458,32.52848019714954,44,0,0,Drought
Gujarat,735,29.794046537064805,55,1,0,Drought
Odisha,1339,29.964647364392704,82,1,0,Cyclone
Andhra Pradesh,971,30.612710481796558,74,1,0,Cyclone
Tamil Nadu,972,29.803003598939103,66,1,0,Cyclone
West Bengal,1842,29.744452299132362,82,1,0,Flood
Himachal Pradesh,1379,17.608693218240376,58,0,1,Landslide
Uttarakhand,1582,19.1278071928095,69,0,1,Landslide
Maharashtra,1271,27.6878207957481,64,0,0,Flood
Telangana,1016,30.4290534024736,51,0,0,Heatwave
Karnataka,1222,27.05689105124595,73,1,0,Flood
Jharkhand,1370,28.593621349571603,73,0,0,Flood
Madhya Pradesh,986,29.89464693757757,60,0,0,Heatwave
Punjab,747,27.088007589426788,57,0,0,Flood
Haryana,591,28.1427352504895,48,0,0,Heatwave
Delhi,493,28.35042874728458,47,0,0,Heatwave
Kerala,2915,27.333422406544777,85,1,0,Flood
Assam,2958,25.71684617808879,79,0,1,Flood
Bihar,1103,29.558710368801844,62,0,0,Flood
Uttar Pradesh,868,29.722649804264083,57,0,0,Heatwave
Rajasthan,603,32.798991567516985,48,0,0,Drought
Gujarat,907,30.183301159831036,57,1,0,Drought
Odisha,1525,29.626133084202,75,1,0,Cyclone
Andhra Pradesh,1065,30.992151104222962,77,1,0,Cyclone
Tamil Nadu,1023,29.817218928382854,74,1,0,Cyclone
West Bengal,1640,28.903908495015745,74,1,0,Flood
Himachal Pradesh,1128,17.304753428662085,58,0,1,Landslide
Uttarakhand,1426,20.13091823777506,65,0,1,Landslide
Maharashtra,1065,28.453586022306872,69,0,0,Flood
Telangana,931,30.539143066664266,50,0,0,Heatwave
Karnataka,1049,27.571112640904715,70,1,0,Flood
Jharkhand,1189,27.576703860573467,67,0,0,Flood
Madhya Pradesh,1203,29.26385077822409,60,0,0,Heatwave
Punjab,663,27.69044787664509,50,0,0,Flood
Haryana,670,27.594274340780668,54,0,0,Heatwave
Delhi,686,29.19918336964245,48,0,0,Heatwave
Kerala,3027,27.90435382399191,80,1,0,Flood
Assam,2884,26.06083559082717,83,0,1,Flood
Bihar,1126,29.13658924439337,62,0,0,Flood
Uttar Pradesh,850,29.090285695751398,56,0,0,Heatwave
Rajasthan,413,32.00409131178994,46,0,0,Drought
Gujarat,799,30.713430233500645,57,1,0,Drought
Odisha,1520,30.25433765676894,80,1,0,Cyclone
Andhra Pradesh,1167,30.812450891417626,77,1,0,Cyclone
Tamil Nadu,960,30.67048172430884,67,1,0,Cyclone
West Bengal,1898,28.599053198243343,75,1,0,Flood
Himachal Pradesh,1257,18.61622761228169,59,0,1,Landslide
Uttarakhand,1465,20.51411051318668,68,0,1,Landslide
Maharashtra,1259,28.98998470470667,68,0,0,Flood
Telangana,803,29.84359208236765,56,0,0,Heatwave
Karnataka,1268,27.400425081321046,71,1,0,Flood
Jharkhand,1346,27.4419824812349,65,0,0,Flood
Madhya Pradesh,1151,28.846489459322843,64,0,0,Heatwave
Punjab,656,27.805976039244744,58,0,0,Flood
Haryana,546,28.006685707265362,53,0,0,Heatwave
Delhi,659,29.109621702710786,52,0,0,Heatwave
Kerala,2862,28.5778425191131,81,1,0,Flood
Assam,2922,25.237891763907975,81,0,1,Flood
Bihar,1291,30.94930602228447,60,0,0,Flood
Uttar Pradesh,1007,29.00115416893561,57,0,0,Heatwave
Rajasthan,602,31.648374740217736,43,0,0,Drought
Gujarat,881,29.548964814828814,51,1,0,Drought
Odisha,1464,29.108091747344066,77,1,0,Cyclone
Andhra Pradesh,1125,29.340911334668924,70,1,0,Cyclone
Tamil Nadu,996,30.06718750559453,73,1,0,Cyclone
West Bengal,1743,28.094238419399275,79,1,0,Flood
Himachal Pradesh,1267,18.50818802468691,61,0,1,Landslide
Uttarakhand,1544,20.223519684061923,69,0,1,Landslide
Maharashtra,1272,27.565982523912766,66,0,0,Flood
Telangana,924,29.72960454878829,56,0,0,Heatwave
Karnataka,1131,27.890932761637373,68,1,0,Flood
Jharkhand,1432,28.960517842469685,65,0,0,Flood
Madhya Pradesh,992,29.87703445890719,60,0,0,Heatwave
Punjab,730,27.846402210873215,58,0,0,Flood
Haryana,734,28.557616495742618,52,0,0,Heatwave
Delhi,562,28.58854577966602,50,0,0,Heatwave
Kerala,2825,27.14505900925974,86,1,0,Flood
Assam,2683,25.616141932635678,79,0,1,Flood
Bihar,1155,29.990037704145667,60,0,0,Flood
Uttar Pradesh,850,28.447891274289045,54,0,0,Heatwave
Rajasthan,646,31.06254829101523,45,0,0,Drought
Gujarat,872,29.79890468794743,55,1,0,Drought
Odisha,1555,29.43856570090028,77,1,0,Cyclone
Andhra Pradesh,1010,29.894520623323693,73,1,0,Cyclone
Tamil Nadu,945,29.827892990951096,69,1,0,Cyclone
West Bengal,1887,28.684986968956952,75,1,0,Flood
Himachal Pradesh,1190,17.031939931168846,55,0,1,Landslide
Uttarakhand,1668,19.795852734087187,67,0,1,Landslide
Maharashtra,1215,28.42884470217271,62,0,0,Flood
Telangana,1043,30.050725133240938,52,0,0,Heatwave
Karnataka,1110,26.481782452054837,72,1,0,Flood
Jharkhand,1172,28.118313893829907,71,0,0,Flood
Madhya Pradesh,1133,28.556643208046268,56,0,0,Heatwave
Punjab,645,26.920876489479916,55,0,0,Flood
Haryana,665,28.71943640859669,52,0,0,Heatwave
Delhi,523,29.2465994687276,52,0,0,Heatwave
Kerala,2877,28.99968162125522,82,1,0,Flood
Assam,2910,26.697247083551442,76,0,1,Flood
Bihar,1149,29.596378789036628,60,0,0,Flood
Uttar Pradesh,882,29.408567245698475,56,0,0,Heatwave
Rajasthan,695,31.822813208464048,48,0,0,Drought
Gujarat,947,29.583275214727443,55,1,0,Drought
Odisha,1560,30.837528133496946,82,1,0,Cyclone
Andhra Pradesh,1067,30.58947804438496,77,1,0,Cyclone
Tamil Nadu,891,30.00319927141825,65,1,0,Cyclone
West Bengal,1602,28.11159696965278,79,1,0,Flood
Himachal Pradesh,1143,17.466302298768905,64,0,1,Landslide
Uttarakhand,1427,20.071611758889674,64,0,1,Landslide
Maharashtra,1289,27.692923470080043,63,0,0,Flood
Telangana,955,29.221851412760792,57,0,0,Heatwave
Karnataka,1062,27.651013642847442,74,1,0,Flood
Jharkhand,1201,27.922505048626274,70,0,0,Flood
Madhya Pradesh,1025,29.7798913997599,58,0,0,Heatwave
Punjab,565,27.55071188215539,54,0,0,Flood
Haryana,472,28.731231134481664,54,0,0,Heatwave
Delhi,552,29.101292246516167,48,0,0,Heatwave
Kerala,3015,27.875913894024293,86,1,0,Flood
Assam,2953,25.98747117947514,79,0,1,Flood
Bihar,1316,29.204499694118468,65,0,0,Flood
Uttar Pradesh,1127,29.744791010521602,52,0,0,Heatwave
Rajasthan,465,32.276171807627925,43,0,0,Drought
Gujarat,758,29.730559708815512,52,1,0,Drought
Odisha,1571,30.526156161769077,81,1,0,Cyclone
Andhra Pradesh,1066,30.1862546890491,71,1,0,Cyclone
Tamil Nadu,889,29.979566878176414,65,1,0,Cyclone
West Bengal,1696,29.65813381957834,74,1,0,Flood
Himachal Pradesh,1140,18.660964234632562,58,0,1,Landslide
Uttarakhand,1425,19.364640603793404,64,0,1,Landslide
Maharashtra,1233,27.45234788412192,60,0,0,Flood
Telangana,1032,30.599336800393946,53,0,0,Heatwave
Karnataka,1148,27.094180245345857,73,1,0,Flood
Jharkhand,1200,28.973986479132712,67,0,0,Flood
Madhya Pradesh,1233,28.388737555692977,64,0,0,Heatwave
Punjab,786,26.966565458406468,59,0,0,Flood
Haryana,581,27.814573307888047,48,0,0,Heatwave
Delhi,749,28.941137900448382,49,0,0,Heatwave
Kerala,2940,28.685671265931084,77,1,0,Flood
Assam,2963,26.220593052509898,78,0,1,Flood
Bihar,1080,30.07548665039027,67,0,0,Flood
Uttar Pradesh,1007,28.05460265535089,57,0,0,Heatwave
Rajasthan,674,32.59360661322007,47,0,0,Drought
Gujarat,720,30.52886341274829,52,1,0,Drought
Odisha,1387,30.421881856570376,78,1,0,Cyclone
Andhra Pradesh,1150,30.457485519966156,75,1,0,Cyclone
Tamil Nadu,967,29.583951969270494,72,1,0,Cyclone
West Bengal,1775,29.854222801369907,78,1,0,Flood
Himachal Pradesh,1345,18.38794025918824,59,0,1,Landslide
Uttarakhand,1674,19.63232765632069,64,0,1,Landslide
Maharashtra,1055,28.95008575723926,64,0,0,Flood
Telangana,1007,30.441227755478092,56,0,0,Heatwave
Karnataka,1290,27.86538841858273,66,1,0,Flood
Jharkhand,1394,27.676032481650054,69,0,0,Flood
Madhya Pradesh,985,28.077999276935476,64,0,0,Heatwave
Punjab,619,26.351012327640497,54,0,0,Flood
Haryana,675,28.200205349353652,46,0,0,Heatwave
Delhi,494,28.52738211035439,45,0,0,Heatwave
Kerala,2964,27.497825725864477,78,1,0,Flood
Assam,2933,26.014703441992392,76,0,1,Flood
Bihar,1159,30.008994040620802,66,0,0,Flood
Uttar Pradesh,924,29.044081749498847,57,0,0,Heatwave
Rajasthan,518,32.274362662478154,48,0,0,Drought
Gujarat,749,30.596513471007224,53,1,0,Drought
Odisha,1337,29.625065655801066,81,1,0,Cyclone
Andhra Pradesh,1182,29.487528933961663,70,1,0,Cyclone
Tamil Nadu,1009,29.625588435811096,71,1,0,Cyclone
West Bengal,1856,29.894378072117288,78,1,0,Flood
Himachal Pradesh,1226,18.672742955178276,62,0,1,Landslide
Uttarakhand,1475,19.435718271143184,66,0,1,Landslide
Maharashtra,1227,28.070738398505455,62,0,0,Flood
Telangana,810,30.744784662938716,57,0,0,Heatwave
Karnataka,1175,26.15827336588472,65,1,0,Flood
Jharkhand,1167,28.403455283471263,69,0,0,Flood
Madhya Pradesh,1188,28.03683547361704,59,0,0,Heatwave
Punjab,531,26.157428723997757,55,0,0,Flood
Haryana,474,27.7349705084304,52,0,0,Heatwave
Delhi,495,28.993584993481416,51,0,0,Heatwave
Kerala,2923,27.854177455280926,86,1,0,Flood
Assam,2901,25.324247368599956,84,0,1,Flood
Bihar,1193,29.21077506752066,68,0,0,Flood
Uttar Pradesh,847,29.613841194629636,59,0,0,Heatwave
Rajasthan,415,31.70416496165047,43,0,0,Drought
Gujarat,806,30.973390621740677,53,1,0,Drought
Odisha,1587,29.88941159723965,81,1,0,Cyclone
Andhra Pradesh,969,30.216582466399455,71,1,0,Cyclone
Tamil Nadu,1098,30.337867329069407,67,1,0,Cyclone
West Bengal,1838,29.711825711052178,73,1,0,Flood
Himachal Pradesh,1197,18.023939742289038,63,0,1,Landslide
Uttarakhand,1497,20.94641685464621,61,0,1,Landslide
Maharashtra,1263,28.048746078207735,65,0,0,Flood
Telangana,1035,29.7456832505585,55,0,0,Heatwave
Karnataka,1051,26.730335949894165,73,1,0,Flood
Jharkhand,1427,28.649799402862214,67,0,0,Flood
Madhya Pradesh,1079,28.979226142008645,59,0,0,Heatwave
Punjab,717,26.94496914292304,57,0,0,Flood
Haryana,542,28.529342847076844,46,0,0,Heatwave
Delhi,764,29.58611359011606,52,0,0,Heatwave
Kerala,3032,27.374799462592037,85,1,0,Flood
Assam,2846,25.873008027801696,78,0,1,Flood
Bihar,1315,30.307319937990044,62,0,0,Flood
Uttar Pradesh,1009,29.34780685315671,50,0,0,Heatwave
Rajasthan,552,32.15339456297882,44,0,0,Drought
Gujarat,875,30.174339811195715,51,1,0,Drought
Odisha,1563,29.196688435211303,78,1,0,Cyclone
Andhra Pradesh,1180,29.760800761345653,73,1,0,Cyclone
Tamil Nadu,1094,29.368997771462922,69,1,0,Cyclone
West Bengal,1870,28.670672981835637,79,1,0,Flood
Himachal Pradesh,1241,17.087509740732198,55,0,1,Landslide
Uttarakhand,1674,20.219436086469027,66,0,1,Landslide
Maharashtra,1302,28.065194658359495,61,0,0,Flood
Telangana,780,30.11502538627363,53,0,0,Heatwave
Karnataka,1123,26.1192259916161,67,1,0,Flood
Jharkhand,1198,27.78856994731103,69,0,0,Flood
Madhya Pradesh,1167,28.40567110591381,58,0,0,Heatwave
Punjab,546,27.118889161513838,50,0,0,Flood
Haryana,505,27.137899487237835,54,0,0,Heatwave
Delhi,637,28.226838340515545,54,0,0,Heatwave
Kerala,3033,28.473997629910375,84,1,0,Flood
Assam,2769,26.11906662744131,84,0,1,Flood
Bihar,1261,30.19560625415196,61,0,0,Flood
Uttar Pradesh,1108,29.931941011054775,55,0,0,Heatwave
Rajasthan,615,31.933721650617183,48,0,0,Drought
Gujarat,841,30.57164354872617,54,1,0,Drought
Odisha,1567,29.389762178409253,82,1,0,Cyclone
Andhra Pradesh,1146,29.89338785500591,77,1,0,Cyclone
Tamil Nadu,1099,29.905326149951986,69,1,0,Cyclone
West Bengal,1606,29.48726059726078,77,1,0,Flood
Himachal Pradesh,1325,17.92432137152675,57,0,1,Landslide
Uttarakhand,1417,19.10053914576258,67,0,1,Landslide
Maharashtra,1069,28.4798271999747,60,0,0,Flood
Telangana,1026,29.530830235034028,52,0,0,Heatwave
Karnataka,1000,26.949832193897272,66,1,0,Flood
Jharkhand,1253,28.000412154092047,65,0,0,Flood
Madhya Pradesh,999,28.473528177348786,56,0,0,Heatwave
Punjab,767,26.897991417103043,55,0,0,Flood
Haryana,662,28.847211352842454,48,0,0,Heatwave
Delhi,593,28.736791250861483,48,0,0,Heatwave
Kerala,2923,28.611583508933332,81,1,0,Flood
Assam,2823,25.30960720629844,75,0,1,Flood
Bihar,1317,29.378441890755038,64,0,0,Flood
Uttar Pradesh,985,28.787886625308772,52,0,0,Heatwave
Rajasthan,638,32.595101913108714,49,0,0,Drought
Gujarat,874,30.512200442815654,55,1,0,Drought
Odisha,1332,30.446829995276822,73,1,0,Cyclone
Andhra Pradesh,1026,29.369182489258346,71,1,0,Cyclone
Tamil Nadu,1084,30.14914057240165,66,1,0,Cyclone
West Bengal,1854,29.92519099303119,75,1,0,Flood
Himachal Pradesh,1249,18.74669743265075,61,0,1,Landslide
Uttarakhand,1483,20.291929762723335,65,0,1,Landslide
Maharashtra,1319,28.867881358370298,68,0,0,Flood
Telangana,969,29.768392340388388,59,0,0,Heatwave
Karnataka,1037,27.25846072286328,71,1,0,Flood
Jharkhand,1212,28.78798200936024,72,0,0,Flood
Madhya Pradesh,1077,28.658992854578013,55,0,0,Heatwave
Punjab,541,26.761264994726037,52,0,0,Flood
Haryana,497,28.783716055047297,53,0,0,Heatwave
Delhi,730,29.375470278625148,51,0,0,Heatwave
Kerala,3068,27.713467095838606,79,1,0,Flood
Assam,2814,25.208960701191128,84,0,1,Flood
Bihar,1327,29.309737343330454,62,0,0,Flood
Uttar Pradesh,1017,28.78053400133608,55,0,0,Heatwave
Rajasthan,601,31.817386497406723,46,0,0,Drought
Gujarat,905,29.212729276379,59,1,0,Drought
Odisha,1581,30.96552960173971,82,1,0,Cyclone
Andhra Pradesh,1043,30.54287520386357,73,1,0,Cyclone
Tamil Nadu,987,29.368414250167273,74,1,0,Cyclone
West Bengal,1815,29.06699462749949,74,1,0,Flood
Himachal Pradesh,1378,18.328072297898224,58,0,1,Landslide
Uttarakhand,1401,20.40251302298598,67,0,1,Landslide
Maharashtra,1215,27.663127394881176,62,0,0,Flood
Telangana,940,29.0893107285444,56,0,0,Heatwave
Karnataka,1043,27.83553067526223,66,1,0,Flood
Jharkhand,1379,28.62596257387107,71,0,0,Flood
Madhya Pradesh,1082,28.70534291017792,63,0,0,Heatwave
Punjab,789,26.116669374043404,52,0,0,Flood
Haryana,711,28.794566458708502,52,0,0,Heatwave
Delhi,724,28.482420621054217,50,0,0,Heatwave
Kerala,2824,27.412758619271102,83,1,0,Flood
Assam,2863,25.20641301365576,83,0,1,Flood
Bihar,1340,29.9472003387328,65,0,0,Flood
Uttar Pradesh,999,28.11177379878427,58,0,0,Heatwave
Rajasthan,484,32.1935268468152,42,0,0,Drought
Gujarat,784,29.84330549764369,52,1,0,Drought
Odisha,1358,29.960439060521022,73,1,0,Cyclone
Andhra Pradesh,973,30.212756136447567,76,1,0,Cyclone
Tamil Nadu,856,29.78186646127759,72,1,0,Cyclone
West Bengal,1744,29.985799507018843,75,1,0,Flood
Himachal Pradesh,1284,17.594740516125242,57,0,1,Landslide
Uttarakhand,1530,19.15868087979429,62,0,1,Landslide
Maharashtra,1060,27.0324423786747,64,0,0,Flood
Telangana,788,30.489532734052233,57,0,0,Heatwave
Karnataka,1211,27.621986026834303,66,1,0,Flood
Jharkhand,1380,28.926560549100373,69,0,0,Flood
Madhya Pradesh,1175,29.47650888525599,62,0,0,Heatwave
Punjab,764,26.77701388536963,51,0,0,Flood
Haryana,704,27.683132472348877,52,0,0,Heatwave
Delhi,707,29.63182070890308,50,0,0,Heatwave
Kerala,2947,27.913133490281947,83,1,0,Flood
Assam,2833,26.031796582791053,82,0,1,Flood
Bihar,1103,29.01364120117018,69,0,0,Flood
Uttar Pradesh,1120,28.226741425268923,50,0,0,Heatwave
Rajasthan,611,32.00369751056014,43,0,0,Drought
Gujarat,740,29.647740171666705,56,1,0,Drought
Odisha,1346,29.784954653639318,80,1,0,Cyclone
Andhra Pradesh,1136,29.269300135661293,77,1,0,Cyclone
Tamil Nadu,1031,29.904690265648284,73,1,0,Cyclone
West Bengal,1793,29.768743514486967,76,1,0,Flood
Himachal Pradesh,1329,18.226132710174365,62,0,1,Landslide
Uttarakhand,1459,20.663322631882412,66,0,1,Landslide
Maharashtra,1305,28.1168876295716,68,0,0,Flood
Telangana,989,30.727823743587294,54,0,0,Heatwave
Karnataka,1219,26.16986511295198,72,1,0,Flood
Jharkhand,1347,27.933311952219064,70,0,0,Flood
Madhya Pradesh,1217,29.610261085674367,59,0,0,Heatwave
Punjab,533,27.664954198241833,54,0,0,Flood
Haryana,629,28.17985586237721,52,0,0,Heatwave
Delhi,599,29.196208712124847,54,0,0,Heatwave
Kerala,2777,27.76603365447983,80,1,0,Flood
Assam,2783,25.886276866925193,81,0,1,Flood
Bihar,1116,29.901207570516583,63,0,0,Flood
Uttar Pradesh,943,29.483644079823357,52,0,0,Heatwave
Rajasthan,424,31.89341286552368,41,0,0,Drought
Gujarat,938,29.377622490376048,55,1,0,Drought
Odisha,1493,29.453990031442846,75,1,0,Cyclone
Andhra Pradesh,1062,29.135019225084804,77,1,0,Cyclone
Tamil Nadu,1076,29.316041737877782,70,1,0,Cyclone
West Bengal,1614,29.610806865163045,81,1,0,Flood
Himachal Pradesh,1197,17.44215162267086,60,0,1,Landslide
Uttarakhand,1683,19.63003759133614,67,0,1,Landslide
Maharashtra,1111,28.53209777270538,69,0,0,Flood
Telangana,950,30.977144580284488,50,0,0,Heatwave
Karnataka,1111,27.056096425921044,69,1,0,Flood
Jharkhand,1245,27.987491887813928,68,0,0,Flood
Madhya Pradesh,1153,28.663337543868412,58,0,0,Heatwave
Punjab,546,27.174900569592044,54,0,0,Flood
Haryana,501,27.99421245038318,52,0,0,Heatwave
Delhi,529,28.68622704616443,53,0,0,Heatwave
Kerala,2973,28.290776868178394,84,1,0,Flood
Assam,2896,26.69793395875146,82,0,1,Flood
Bihar,1272,29.31993117495206,60,0,0,Flood
Uttar Pradesh,1102,29.904600011436667,55,0,0,Heatwave
Rajasthan,523,32.59514912297192,40,0,0,Drought
Gujarat,914,30.921500304771627,57,1,0,Drought
Odisha,1412,30.75048298035081,75,1,0,Cyclone
Andhra Pradesh,1183,30.544137968978003,77,1,0,Cyclone
Tamil Nadu,990,29.672072965030928,70,1,0,Cyclone
West Bengal,1662,28.905684651080847,78,1,0,Flood
Himachal Pradesh,1285,17.432770695117533,59,0,1,Landslide
Uttarakhand,1466,20.107667208663507,61,0,1,Landslide
Maharashtra,1063,28.914605378409664,69,0,0,Flood
Telangana,1005,29.009012566334455,55,0,0,Heatwave
Karnataka,1027,26.46014723084202,70,1,0,Flood
Jharkhand,1300,27.39386075480958,74,0,0,Flood
Madhya Pradesh,1013,29.210827968611916,56,0,0,Heatwave
Punjab,557,27.912230452853493,55,0,0,Flood
Haryana,542,27.558361816218344,50,0,0,Heatwave
Delhi,742,29.96979744678145,54,0,0,Heatwave
Kerala,2792,28.06703181669672,80,1,0,Flood
Assam,2922,26.2568156396228,80,0,1,Flood
Bihar,1062,29.808124110443188,68,0,0,Flood
Uttar Pradesh,1122,29.86649556751285,58,0,0,Heatwave
Rajasthan,534,31.435138040399362,47,0,0,Drought
Gujarat,849,30.378131963265957,58,1,0,Drought
Odisha,1426,30.75182701782454,77,1,0,Cyclone
Andhra Pradesh,988,29.896084423587908,74,1,0,Cyclone
Tamil Nadu,892,30.469225648444592,67,1,0,Cyclone
West Bengal,1639,29.792886199490585,81,1,0,Flood
Himachal Pradesh,1310,17.96291813014225,63,0,1,Landslide
Uttarakhand,1450,19.24674239169673,63,0,1,Landslide
Maharashtra,1199,27.057193967039396,63,0,0,Flood
Telangana,1012,29.837668986520686,52,0,0,Heatwave
Karnataka,1012,26.480620555367043,74,1,0,Flood
Jharkhand,1419,27.51613184171414,69,0,0,Flood
Madhya Pradesh,1163,28.605715332350186,62,0,0,Heatwave
Punjab,517,26.744354383397404,57,0,0,Flood
Haryana,628,27.111619578232883,53,0,0,Heatwave
Delhi,580,29.288551470438648,49,0,0,Heatwave
Kerala,3006,27.138061524172464,83,1,0,Flood
Assam,2738,25.045991325862087,78,0,1,Flood
Bihar,1269,29.35916947070259,66,0,0,Flood
Uttar Pradesh,939,29.471417595984352,54,0,0,Heatwave
Rajasthan,504,32.887470707653534,48,0,0,Drought
Gujarat,738,29.25187763840596,57,1,0,Drought
Odisha,1474,29.74218392361622,77,1,0,Cyclone
Andhra Pradesh,1080,30.187775992384204,70,1,0,Cyclone
Tamil Nadu,900,29.02458137943758,74,1,0,Cyclone
